0.000000 	 1.000000e+00
0.001000 	 9.999500e-01
0.002000 	 9.998000e-01
0.003000 	 9.995500e-01
0.004000 	 9.992001e-01
0.005000 	 9.987503e-01
0.006000 	 9.982005e-01
0.007000 	 9.975510e-01
0.008000 	 9.968017e-01
0.009000 	 9.959527e-01
0.010000 	 9.950042e-01
0.011000 	 9.939561e-01
0.012000 	 9.928086e-01
0.013000 	 9.915619e-01
0.014000 	 9.902160e-01
0.015000 	 9.887711e-01
0.016000 	 9.872273e-01
0.017000 	 9.855847e-01
0.018000 	 9.838437e-01
0.019000 	 9.820042e-01
0.020000 	 9.800666e-01
0.021000 	 9.780309e-01
0.022000 	 9.758974e-01
0.023000 	 9.736664e-01
0.024000 	 9.713380e-01
0.025000 	 9.689124e-01
0.026000 	 9.663900e-01
0.027000 	 9.637709e-01
0.028000 	 9.610555e-01
0.029000 	 9.582438e-01
0.030000 	 9.553365e-01
0.031000 	 9.523336e-01
0.032000 	 9.492354e-01
0.033000 	 9.460424e-01
0.034000 	 9.427547e-01
0.035000 	 9.393727e-01
0.036000 	 9.358968e-01
0.037000 	 9.323274e-01
0.038000 	 9.286647e-01
0.039000 	 9.249091e-01
0.040000 	 9.210610e-01
0.041000 	 9.171209e-01
0.042000 	 9.130890e-01
0.043000 	 9.089658e-01
0.044000 	 9.047517e-01
0.045000 	 9.004472e-01
0.046000 	 8.960526e-01
0.047000 	 8.915684e-01
0.048000 	 8.869950e-01
0.049000 	 8.823330e-01
0.050000 	 8.775827e-01
0.051000 	 8.727447e-01
0.052000 	 8.678194e-01
0.053000 	 8.628072e-01
0.054000 	 8.577089e-01
0.055000 	 8.525247e-01
0.056000 	 8.472553e-01
0.057000 	 8.419012e-01
0.058000 	 8.364629e-01
0.059000 	 8.309409e-01
0.060000 	 8.253359e-01
0.061000 	 8.196483e-01
0.062000 	 8.138787e-01
0.063000 	 8.080278e-01
0.064000 	 8.020961e-01
0.065000 	 7.960841e-01
0.066000 	 7.899925e-01
0.067000 	 7.838219e-01
0.068000 	 7.775730e-01
0.069000 	 7.712463e-01
0.070000 	 7.648425e-01
0.071000 	 7.583621e-01
0.072000 	 7.518060e-01
0.073000 	 7.451746e-01
0.074000 	 7.384688e-01
0.075000 	 7.316890e-01
0.076000 	 7.248362e-01
0.077000 	 7.179108e-01
0.078000 	 7.109137e-01
0.079000 	 7.038454e-01
0.080000 	 6.967068e-01
0.081000 	 6.894985e-01
0.082000 	 6.822213e-01
0.083000 	 6.748759e-01
0.084000 	 6.674629e-01
0.085000 	 6.599832e-01
0.086000 	 6.524375e-01
0.087000 	 6.448266e-01
0.088000 	 6.371511e-01
0.089000 	 6.294120e-01
0.090000 	 6.216099e-01
0.091000 	 6.137457e-01
0.092000 	 6.058201e-01
0.093000 	 5.978339e-01
0.094000 	 5.897880e-01
0.095000 	 5.816830e-01
0.096000 	 5.735199e-01
0.097000 	 5.652994e-01
0.098000 	 5.570224e-01
0.099000 	 5.486897e-01
0.100000 	 5.403021e-01
0.101000 	 5.318605e-01
0.102000 	 5.233657e-01
0.103000 	 5.148186e-01
0.104000 	 5.062200e-01
0.105000 	 4.975708e-01
0.106000 	 4.888718e-01
0.107000 	 4.801239e-01
0.108000 	 4.713280e-01
0.109000 	 4.624850e-01
0.110000 	 4.535957e-01
0.111000 	 4.446611e-01
0.112000 	 4.356820e-01
0.113000 	 4.266593e-01
0.114000 	 4.175940e-01
0.115000 	 4.084869e-01
0.116000 	 3.993390e-01
0.117000 	 3.901511e-01
0.118000 	 3.809243e-01
0.119000 	 3.716593e-01
0.120000 	 3.623572e-01
0.121000 	 3.530188e-01
0.122000 	 3.436451e-01
0.123000 	 3.342371e-01
0.124000 	 3.247956e-01
0.125000 	 3.153217e-01
0.126000 	 3.058162e-01
0.127000 	 2.962801e-01
0.128000 	 2.867144e-01
0.129000 	 2.771201e-01
0.130000 	 2.674980e-01
0.131000 	 2.578492e-01
0.132000 	 2.481746e-01
0.133000 	 2.384752e-01
0.134000 	 2.287519e-01
0.135000 	 2.190058e-01
0.136000 	 2.092377e-01
0.137000 	 1.994487e-01
0.138000 	 1.896398e-01
0.139000 	 1.798120e-01
0.140000 	 1.699661e-01
0.141000 	 1.601033e-01
0.142000 	 1.502244e-01
0.143000 	 1.403305e-01
0.144000 	 1.304226e-01
0.145000 	 1.205016e-01
0.146000 	 1.105686e-01
0.147000 	 1.006245e-01
0.148000 	 9.067042e-02
0.149000 	 8.070722e-02
0.150000 	 7.073595e-02
0.151000 	 6.075761e-02
0.152000 	 5.077320e-02
0.153000 	 4.078370e-02
0.154000 	 3.079013e-02
0.155000 	 2.079348e-02
0.156000 	 1.079474e-02
0.157000 	 7.949332e-04
0.158000 	 -9.204957e-03
0.159000 	 -1.920393e-02
0.160000 	 -2.920098e-02
